slug,tier,portal_url,source
insperity,F1000,https://developer.insperity.com/,web_verified
instacart,F1000,https://docs.instacart.com/,web_verified
installed-building-products,F1000,,no_portal
intel,F100,https://www.intel.com/content/www/us/en/developer/tools/oneapi/overview.html,apis.yml_medium
interactive-brokers,F500,https://www.interactivebrokers.com/campus/ibkr-api-page/ibkr-api-home/,apis.yml_strong
intercontinental-exchange,F500,https://developer.theice.com/hc/en-us,apis.yml_strong
international-flavors-and-fragrances,F500,,no_portal
international-paper,F500,,no_portal
interpublic-group,F500,,no_portal
intuit,F500,https://developer.intuit.com,apis.yml_strong
intuitive-surgical,F500,,no_portal
iqvia,F500,https://developer.iqvia.com/,web_verified
iron-mountain,F1000,https://www.ironmountain.com/support/how-it-works/resources/for-developers/authentication,web_verified
itt,F1000,,no_portal
jabil,F500,https://connect.jabil.com/,apis.yml_strong
jackson-financial,F1000,,no_portal
jacobs-solutions,F500,,no_portal
jb-hunt-transport-services,F500,https://apiportal.jbhunt.com/docs/services,apis.yml_strong
jefferies-financial-group,F500,https://content.jefferies.com,apis.yml_strong
jeld-wen-holding,F1000,,no_portal
jetblue-airways,F500,https://developerqa.jetblue.com/,web_verified
jms,F500,,no_portal
johnson-and-johnson,F100,https://github.com/johnsonandjohnson,apis.yml_strong
jones-lang-lasalle,F500,https://developer.corrigo.com/,apis.yml_medium
jpmorgan-chase,F100,https://developer.jpmorgan.com/,apis.yml_strong
juniper-networks,F1000,https://developer.juniper.net/,apis.yml_strong
kaiser-aluminum,F1000,https://www.kaiseraluminum.com/kaiser-online/,apis.yml_strong
kb-home,F1000,,no_portal
kbr,F1000,,no_portal
kellanova,F500,,no_portal
kelly-services,F1000,,no_portal
kemper,F1000,,no_portal
keurig-dr-pepper,F500,https://www.kdpproductfacts.com/,apis.yml_strong
keycorp,F500,https://developer.key.com/,apis.yml_strong
keysight-technologies,F1000,,no_portal
kimberly-clark,F500,,no_portal
kinder-morgan,F500,,no_portal
kirby,F1000,,no_portal
kkr,F500,,no_portal
kla,F500,,no_portal
knife-river,F1000,https://partner.kniferiver.com,apis.yml_strong
kohls,F500,,no_portal
kontoor-brands,F1000,,no_portal
korn-ferry,F1000,https://api.kornferry.com/,web_verified
kraft-heinz,F500,,no_portal
kroger,F100,https://developer.kroger.com/,apis.yml_strong
kyndryl-holdings,F500,https://docs.kyndryl.com/,web_verified
l-brands,F500,,no_portal
l3harris-technologies,F500,,no_portal
labcorp,F500,,no_portal
lam-research,F500,,no_portal
land-olakes,F500,,no_portal
landstar-system,F1000,https://portal.landstartel.co/ns-api/,web_verified
las-vegas-sands,F500,,no_portal
lci-industries,F1000,https://api.lci1.com/,web_verified
lear,F500,,no_portal
leggett-and-platt,F1000,,no_portal
leidos,F500,,no_portal
lennar,F500,https://azu-lndscapmu01e.portal.azure-api.net/,apis.yml_strong
lennox-international,F1000,https://www.lennoxpros.com/,apis.yml_strong
levi-strauss,F1000,,no_portal
liberty-energy,F1000,,no_portal
liberty-media,F500,,no_portal
liberty-mutual-insurance,F100,https://developer.libertymutual.com/,apis.yml_medium
light-and-wonder,F1000,https://portal.lnw.com/,apis.yml_strong
lincoln-electric-holdings,F1000,,no_portal
lincoln-national,F500,https://www.mylincolnportal.com,apis.yml_strong
lithia-motors,F500,,no_portal
live-nation-entertainment,F500,https://developer.ticketmaster.com/products-and-docs/apis/discovery-api/v2/,apis.yml_medium
lkq,F500,,no_portal
lockheed-martin,F100,,no_portal
loews,F500,,no_portal
louisiana-pacific,F1000,,no_portal
lowes,F100,https://portal.apim.lowes.com/,apis.yml_strong
lpl-financial-holdings,F500,,no_portal
lululemon-athletica,F500,,no_portal
lumen-technologies,F500,https://developer.lumen.com/,apis.yml_strong
lyft,F1000,https://developer.lyft.com/docs,apis.yml_medium
m-and-t-bank,F500,,no_portal
macys,F500,https://developer.macys.com/,web_verified
manpowergroup,F500,,no_portal
marathon-oil,F1000,,no_portal
marathon-petroleum,F100,https://api.developer.marathonpetroleum.com/,web_verified
markel,F500,https://developer.markel.com/,web_verified
marriott-international,F500,https://devportalprod.marriott.com/apis,apis.yml_medium
marriott-vacations-worldwide,F1000,,no_portal
marsh-and-mclennan,F500,,no_portal
martin-marietta-materials,F1000,,no_portal
marvell-technology,F1000,,no_portal
masco,F500,,no_portal
massachusetts-mutual-life-insurance,F500,,no_portal
mastec,F500,,no_portal
masterbrand,F1000,,no_portal
mastercard,F500,https://developer.mastercard.com/,apis.yml_strong
matador-resources,F1000,,no_portal
match-group,F1000,,no_portal
mativ-holdings,F1000,,no_portal
matson,F1000,,no_portal
mattel,F1000,,no_portal
maximus,F1000,https://developer.maximus.com/docs,apis.yml_medium
mccormick,F1000,,no_portal
mcdonalds,F500,https://developer.mcdonalds.com/,apis.yml_strong
mckesson,F100,https://apiaccess.mckesson.com/apiportal-service/,web_verified
mdc-holdings,F1000,,no_portal
mdu-resources-group,F1000,,no_portal
medical-mutual-of-ohio,F1000,https://www.medmutual.com/About-Medical-Mutual/Interoperability-Information.aspx,web_verified
merck,F100,https://api.merck.com/customer-link/v1/,web_verified
mercury-general,F1000,https://developer.mercuryinsurance.com/,web_verified
meritage-homes,F1000,,no_portal
meta-platforms,F100,https://developers.meta.com/,web_verified
metlife,F100,https://emea.developer.metlife.com/,web_verified
mettler-toledo-international,F1000,,no_portal
mgm-resorts-international,F500,,no_portal
mi-homes,F1000,,no_portal
microchip-technology,F500,https://developerhelp.microchip.com/,web_verified
micron-technology,F500,,no_portal
microsoft,F100,https://developer.microsoft.com/,apis.yml_strong
middleby,F1000,,no_portal
millerknoll,F1000,,no_portal
mks-instruments,F1000,,no_portal
moderna,F1000,,no_portal
modivcare,F1000,,no_portal
mohawk-industries,F500,,no_portal
molina-healthcare,F500,,no_portal
molson-coors-beverage,F500,,no_portal
mondelez,F500,,no_portal
monster-beverage,F500,,no_portal
moodys,F1000,https://www.kompany.com/,apis.yml_strong
moog,F1000,,no_portal
morgan-stanley,F100,https://developer.morganstanley.com/,apis.yml_medium
mosaic,F500,,no_portal
motorola-solutions,F500,https://developer.motorolasolutions.com/,apis.yml_medium
mrc-global,F1000,,no_portal
msc-industrial-direct,F1000,,no_portal
msci,F1000,https://developer.msci.com,web_verified
mueller-industries,F1000,,no_portal
murphy-oil,F1000,,no_portal
murphy-usa,F500,,no_portal
mutual-of-omaha,F500,,no_portal
myr-group,F1000,,no_portal
nasdaq,F1000,https://data.nasdaq.com,web_verified
nationwide,F100,https://developer.nationwide.com,web_verified
navient,F1000,,no_portal
ncr,F1000,https://developer.ncrvoyix.com/,apis.yml_strong
netapp,F1000,https://devnet.netapp.com/,apis.yml_strong
netflix,F500,,no_portal
neuehealth,F1000,https://neuehealth.com/partners/portal,apis.yml_strong
new-york-community-bancorp,F500,,no_portal
new-york-life-insurance,F100,,no_portal
newell-brands,F500,,no_portal
newmarket,F1000,,no_portal
newmont,F500,,no_portal
news-corp,F500,,no_portal
nexstar-media-group,F1000,,no_portal
nextera-energy,F500,https://developer.dev.nexteraenergy.com/,web_verified
ngl-energy-partners,F500,https://www.nglenergypartners.com/crude-oil-logistics/,apis.yml_strong
nike,F100,https://developer.nike.com/,apis.yml_medium
nisource,F1000,,no_portal
nlv-financial,F1000,,no_portal
nordson,F1000,https://developer.nordson.com/docs,apis.yml_medium
nordstrom,F500,,no_portal
norfolk-southern,F500,https://developer.nscorp.com/,apis.yml_strong
northern-trust,F500,https://developer.ntrs.com/,apis.yml_strong
northrop-grumman,F500,,no_portal
northwestern-mutual,F500,,no_portal
nov,F500,,no_portal
nrg-energy,F500,https://docs.nrg.com/,web_verified
nucor,F500,,no_portal
nvidia,F100,https://developer.nvidia.com/,apis.yml_medium
nvr,F500,,no_portal
occidental-petroleum,F500,,no_portal
odp,F500,,no_portal
oge-energy,F1000,,no_portal
old-dominion-freight-line,F1000,https://www.odfl.com/us/en/resources/shipping-api-integrations.html,web_verified
old-national-bancorp,F1000,,no_portal
old-republic-international,F500,,no_portal
olin,F1000,,no_portal
omnicom-group,F500,,no_portal
on-semiconductor,F500,,no_portal
onemain-holdings,F1000,,no_portal
oneok,F500,https://developers.magellanlp.com,web_verified
opendoor-technologies,F1000,https://opendoor.docs.apiary.io/,web_verified
option-care-health,F1000,,no_portal
oracle,F100,https://developer.oracle.com,apis.yml_strong
oreilly-automotive,F500,https://integrations.oreillypro.com/,web_verified
organon,F1000,https://www.organonpro.com,apis.yml_strong
oscar-health,F1000,https://www.hioscar.com/cms_patient_access_developer_page,web_verified
oshkosh,F500,,no_portal
otis-worldwide,F500,https://developers.otis.com/,web_verified
ovintiv,F500,,no_portal
owens-and-minor,F500,,no_portal
owens-corning,F500,,no_portal
owens-illinois,F500,,no_portal
paccar,F500,https://www.daf.com/en/products-and-services/daf-services/connected-services/paccar-connect-partners,web_verified
pacific-life,F500,,no_portal
packaging-corp-of-america,F500,,no_portal
pacs-group,F1000,,no_portal
palo-alto-networks,F1000,https://pan.dev/,apis.yml_strong
par-pacific,F500,,no_portal
paramount-global,F500,,no_portal
park-hotels-and-resorts,F1000,,no_portal
parker-hannifin,F500,https://developer.parker.com,web_verified
parsons,F1000,https://developer.parsons.com/docs,apis.yml_medium
patrick-industries,F1000,https://developer.patrickind.com/docs,apis.yml_medium
patterson,F1000,,no_portal
patterson-uti-energy,F1000,,no_portal
paychex,F1000,https://developer.paychex.com/,apis.yml_strong
paypal,F500,https://developer.paypal.com,apis.yml_strong
pbf-energy,F500,,no_portal
pc-connection,F1000,,no_portal
peabody-energy,F1000,,no_portal
peloton-interactive,F1000,,no_portal
penn-entertainment,F1000,,no_portal
penn-mutual-life-insurance,F1000,,no_portal
pennymac-financial-services,F1000,https://pfsi.pennymac.com,apis.yml_strong
penske-automotive,F500,,no_portal
pepsico,F100,https://docs.sen.ite.pepsico.com/,web_verified
performance-food,F100,,no_portal
permian-resources,F1000,,no_portal
petco,F1000,https://developer.petco.com/docs,apis.yml_medium
peter-kiewit-sons,F500,https://api-portal.kiewit.com/,web_verified
pfizer,F100,,no_portal
pg-and-e,F500,https://sharemydata.pge.com/,web_verified
philip-morris,F500,,no_portal
phillips-66,F100,,no_portal
pinnacle-west-capital,F1000,,no_portal
pinterest,F1000,https://developers.pinterest.com/,apis.yml_strong
pioneer-natural-resources,F500,,no_portal
pitney-bowes,F1000,https://docs.shippingapi.pitneybowes.com/api/post-oauth-token.html,apis.yml_medium
plains-gp,F100,,no_portal
playtika-holding,F1000,,no_portal
plexus,F1000,https://www.plexus.com/en-us/customer-portal,apis.yml_strong
pnc-financial-services-group,F500,https://developer.pnc.com/,web_verified
polaris,F500,,no_portal
polyone,F1000,,no_portal
pool,F1000,,no_portal
popular,F1000,,no_portal
portland-general-electric,F1000,https://developer.portlandgeneral.com/docs,apis.yml_medium
post,F1000,,no_portal
ppg-industries,F500,https://api-portal-test.ppg.com/,web_verified
ppl,F500,,no_portal
pricesmart,F1000,,no_portal
primerica,F1000,https://developer.primerica.com/docs,apis.yml_medium
primoris-services,F1000,,no_portal
principal-financial,F500,https://portal.developer.principal.com/,web_verified
procter-and-gamble,F100,https://developer.pg.com/,apis.yml_strong
profrac-holding,F1000,,no_portal
progressive,F100,https://developer.progressive.com/s/,apis.yml_strong
prologis,F500,,no_portal
prudential-financial,F100,https://developers.prudential.com/,apis.yml_medium
public-service-enterprise,F500,,no_portal
public-storage,F1000,,no_portal
publix-super-markets,F100,,no_portal
puget-energy,F1000,,no_portal
pultegroup,F500,,no_portal
pure-storage,F1000,https://code.purestorage.com,apis.yml_strong
pvh,F500,,no_portal
qorvo,F1000,,no_portal
quad-graphics,F1000,,no_portal
qualcomm,F500,https://developer.qualcomm.com/,apis.yml_medium
quanta-services,F500,,no_portal
quest-diagnostics,F500,https://api.questdiagnostics.com/,web_verified
quidelortho,F1000,https://www.myquidel.com/,apis.yml_strong
qurate-retail,F500,,no_portal
rackspace-technology,F1000,https://docs.rackspace.com/,web_verified
radius,F1000,https://docs.radapp.io/reference/api/applications.core/,apis.yml_medium
ralph-lauren,F1000,,no_portal
range-resources,F1000,,no_portal
raymond-james-financial,F500,https://clientaccess.rjf.com/,apis.yml_strong
realogy-holdings,F1000,https://developers.anywhere.re/,web_verified
realty-income,F1000,,no_portal
regal-rexnord,F1000,https://developer.regalrexnord.com/docs,apis.yml_medium
regeneron-pharmaceuticals,F500,,no_portal
regions-financial,F500,,no_portal
reinsurance-group-of-america,F500,,no_portal
reliance,F500,,no_portal
republic-services,F500,https://myaccount.republicservices.com,apis.yml_strong
resideo-technologies,F1000,https://developer.resideo.com/,web_verified
resmed,F1000,,no_portal
rev-group,F1000,,no_portal
revvity,F1000,https://revvitysignals.com/revvity-signals-developer-guide-rest-api,web_verified
rfid,F1000,https://developer.zebra.com/products/rfid,apis.yml_medium
rh,F1000,,no_portal
rite-aid,F500,https://raportal.riteaid.com/,apis.yml_strong
rithm-capital,F1000,,no_portal
rivian-automotive,F1000,,no_portal
robert-half-international,F1000,,no_portal
roblox-engine-api,F1000,https://create.roblox.com,apis.yml_strong
rocket-companies,F1000,https://developers.mortgageapi.rocket.mortgage/,web_verified
rockwell-automation,F500,https://developers.plex.com/docs,apis.yml_strong
roku,F1000,https://developer.roku.com,apis.yml_strong
rollins,F1000,https://developer.rollins.com/docs,apis.yml_medium
roper-technologies,F1000,https://developers.deltek.com/,apis.yml_medium
ross-stores,F500,https://partners.rossstores.com/,apis.yml_strong
rpm-international,F500,,no_portal
rtx,F100,,no_portal
rush-enterprises,F500,,no_portal
rxo,F1000,https://developer.rxo.com/,web_verified
ryder-system,F500,https://developer.ryder.com,apis.yml_strong
ryerson-holding,F1000,,no_portal
s-and-p-global,F500,https://developer.spglobal.com/,apis.yml_medium
sabre,F1000,https://developer.sabre.com/,apis.yml_strong
saia,F1000,https://developer.saia.com/docs,apis.yml_medium
salesforce,F500,https://developer.salesforce.com/,apis.yml_strong
sally-beauty-holdings,F1000,,no_portal
sanmina,F500,,no_portal
sba-communications,F1000,,no_portal
scansource,F1000,https://partnerportal.scansource.com,apis.yml_strong
schneider-national,F1000,https://portal.api.schneider.com/,web_verified
science-applications-international,F500,,no_portal
scotts-miracle-gro,F1000,,no_portal
seaboard,F500,,no_portal
sealed-air,F1000,https://uat-developer.sealedair.com/,web_verified
securian-financial-group,F500,,no_portal
select-medical-holdings,F1000,,no_portal
selective-insurance-group,F1000,,no_portal
sempra,F500,,no_portal
sentry-insurance-group,F1000,,no_portal
service-corp-international,F1000,,no_portal
servicenow,F500,https://developer.servicenow.com,apis.yml_strong
sherwin-williams,F500,https://suppliers.sherwin-williams.com/,apis.yml_strong
shift4-payments,F1000,https://dev.shift4.com,apis.yml_strong
silgan-holdings,F1000,,no_portal
simon-property-group,F1000,https://business.simon.com,apis.yml_strong
sinclair,F1000,,no_portal
siteone-landscape-supply,F1000,,no_portal
skechers-usa,F500,https://www.skechers.com/partners,apis.yml_strong
skyline-champion,F1000,https://developer.skylinechampion.com/docs,apis.yml_medium
skywest,F1000,,no_portal
skyworks-solutions,F1000,,no_portal
slm,F1000,,no_portal
snap-on,F1000,,no_portal
snapchat,F1000,https://developers.snap.com,apis.yml_strong
snowflake,F1000,https://www.snowflake.com/en/developers/,apis.yml_strong
sonic-automotive,F500,https://www.echopark.com,apis.yml_strong
sonoco-products,F1000,https://www.sonoco.com/na/products,apis.yml_strong
southern,F500,,no_portal
southwest-airlines,F500,,no_portal
southwest-gas,F1000,https://myaccount.swgas.com/,apis.yml_strong
southwestern-energy,F1000,,no_portal
spartannash,F500,,no_portal
spectrum-brands,F1000,,no_portal
spire,F1000,,no_portal
spirit-aerosystems-holdings,F1000,,no_portal
spirit-airlines,F1000,,no_portal
splunk,F1000,https://dev.splunk.com/,apis.yml_strong
sprouts-farmers-market,F1000,,no_portal
ss-and-c-technologies,F1000,https://developer.ssctech.com/,web_verified
stagwell,F1000,,no_portal
stanley-black-and-decker,F500,https://developer.stanley.com/,apis.yml_strong
starbucks,F500,https://developer.starbucks.com/,apis.yml_strong
state-farm-insurance,F100,https://developer.statefarm.com,apis.yml_strong
state-street,F500,https://developer.statestreet.com,apis.yml_strong
steel-dynamics,F500,,no_portal
steelcase,F1000,,no_portal
stericycle,F1000,https://www.mystericycle.com,apis.yml_strong
stifel-financial,F1000,https://www.openbankingtracker.com/provider/stifel-bank-personal/apis,apis.yml_medium
stonex-group,F100,https://developer.stonex.com/,web_verified
stryker,F500,,no_portal
summit-materials,F1000,,no_portal
sun-communities,F1000,,no_portal
super-micro-computer,F500,https://www.supermicro.com/en/solutions/management-software,apis.yml_strong
surgery-partners,F1000,,no_portal
swift-transportation,F500,https://www.knighttrans.com/shipping/,apis.yml_strong
sylvamo,F1000,,no_portal
synchrony-financial,F500,https://developer.syf.com/,apis.yml_strong
synopsys,F1000,https://polaris.synopsys.com/developer/,apis.yml_strong
synovus-financial,F1000,https://developer.synovus.com/docs,apis.yml_medium
sysco,F100,https://apic-devportal.sysco.com/,apis.yml_strong
t-rowe-price,F1000,https://www.troweprice.com/institutional/us/en/lp/client-portal.html,apis.yml_strong
take-two-interactive-software,F1000,,no_portal
talen-energy,F1000,,no_portal
tapestry,F1000,https://developer.tapestry.com/docs,apis.yml_medium
targa-resources,F500,,no_portal
target,F100,https://developer.target.com/,apis.yml_strong
taylor-morrison-home,F500,,no_portal
td-synnex,F100,https://www.tdsynnex.com/ion/api/,apis.yml_strong
tegna,F1000,,no_portal
teladoc-health,F1000,https://api-documentation.teladochealth.com/,web_verified
teledyne-technologies,F1000,https://www.flir.com/developer/mobile-sdk/,apis.yml_strong
teleflex,F1000,,no_portal
telephone-and-data-systems,F1000,,no_portal
tempur-sealy-international,F1000,https://www.tempurpedic.com/retailers/,apis.yml_strong
tenet-healthcare,F500,,no_portal
teradyne,F1000,,no_portal
terex,F1000,https://my.terex.com,apis.yml_strong
tesla,F100,https://developer.tesla.com/,apis.yml_strong
tetra-tech,F1000,,no_portal
texas-instruments,F500,https://api-portal.ti.com/,apis.yml_strong
texas-roadhouse,F1000,,no_portal
textron,F500,,no_portal
thermo-fisher-scientific,F500,https://www.thermofisher.com/blog/connectedlab/platform-for-science-developer-portal-beta/,web_verified
thor-industries,F500,,no_portal
thrivent-financial-for-lutherans,F500,,no_portal
tiaa,F100,https://developer.tiaa.org,apis.yml_strong
timken,F1000,,no_portal
titan-machinery,F1000,,no_portal
tjx,F100,https://www.mytjx.com/mytjx/supplier.html,apis.yml_strong
toast,F1000,https://doc.toasttab.com/openapi/,apis.yml_strong
toll-brothers,F500,,no_portal
topbuild,F1000,,no_portal
topgolf-callaway-brands,F1000,,no_portal
toro,F1000,,no_portal
tractor-supply,F500,https://vtp.tractorsupply.com,apis.yml_strong
transdigm,F1000,,no_portal
transunion,F1000,https://techservices.transunion.com/doc-repository,web_verified
travelers,F500,https://developer.travelers.com/s/,apis.yml_strong
treehouse-foods,F1000,,no_portal
tri-pointe-homes,F1000,,no_portal
trimble,F1000,https://www.trimble.com/en/developer/docs,apis.yml_strong
trinet-group,F1000,https://apidocs.trinet.com/home,apis.yml_strong
trinity-industries,F1000,,no_portal
truist-financial,F500,https://developer.truist.com/,apis.yml_strong
tutor-perini,F1000,,no_portal
twilio,F1000,https://console.twilio.com,apis.yml_strong
tyson-foods,F100,https://www.tysonfoods.com/business-solutions/trading-partner,apis.yml_strong
uber,F500,https://developer.uber.com/docs/riders/references/api,apis.yml_medium
ugi,F500,,no_portal
ul-solutions,F1000,https://my.ul.com,apis.yml_strong
ulta-beauty,F500,,no_portal
under-armour,F1000,https://developer.mapmyfitness.com/,apis.yml_strong
union-pacific,F500,https://www.up.com/customers/all/api-developer/,web_verified
united-airlines,F100,https://united.business/NDC-corporate,apis.yml_strong
united-natural-foods,F500,https://suppliers.unfi.com,apis.yml_strong
united-rentals,F500,,no_portal
united-states-steel,F500,https://www.ussteel.com/customers/solutions,apis.yml_strong
unitedhealth,F100,https://www.uhc.com/legal/interoperability-apis,web_verified
universal,F1000,,no_portal
universal-forest-products,F500,,no_portal
universal-health-services,F500,,no_portal
univision-communications,F1000,,no_portal
unum,F500,https://developer.unum.com/s/,apis.yml_strong
upbound,F1000,,no_portal
ups,F100,https://developer.ups.com,apis.yml_strong
urban-outfitters,F1000,https://www.urbanoutfitters.com/help/affiliate,apis.yml_strong
us-bancorp,F500,https://developer.usbank.com/,apis.yml_strong
us-foods,F500,,no_portal
usaa,F500,,no_portal
v2x,F1000,,no_portal
vail-resorts,F1000,,no_portal
valero-energy,F100,,no_portal
valley-national-bancorp,F1000,,no_portal
valmont-industries,F1000,https://apivalley.valmont.com/,apis.yml_strong
valvoline,F1000,,no_portal
ventas,F1000,,no_portal
verisk,F1000,https://gateway-documentation.verisk.com/,apis.yml_strong
verizon-communications,F100,https://developers.verizon.com/,apis.yml_strong
vertex-energy,F1000,,no_portal
vertex-pharmaceuticals,F500,https://clinicaltrials.vrtx.com/,apis.yml_strong
vertiv,F1000,,no_portal
vf,F500,https://www.vfc.com/brands,apis.yml_strong
viasat,F1000,https://developer.viasat.com/,web_verified
viatris,F500,https://www.viatris.com/en/products/api,apis.yml_strong
vici-properties,F1000,,no_portal
visa,F500,https://developer.visa.com/capabilities/vdp-pilot-program/docs,apis.yml_medium
vishay-intertechnology,F1000,https://nexar.com/api,apis.yml_medium
vista-outdoor,F1000,,no_portal
visteon,F1000,https://developer.visteon.com/phoenix/,apis.yml_strong
vistra,F500,https://devportal.vistra.com/,apis.yml_strong
vontier,F1000,,no_portal
voya-financial,F500,,no_portal
vulcan-materials,F500,,no_portal
wabash-national,F1000,,no_portal
walgreens-boots-alliance,F100,https://developer.walgreens.com,apis.yml_strong
walmart,F100,https://developer.walmart.com/,apis.yml_strong
walt-disney,F100,https://disneyapi.dev/,apis.yml_strong
warner-bros-discovery,F500,https://partnerhub.warnermedia.com/,apis.yml_strong
warner-music-group,F1000,https://www.wmgmusiclicensing.com/,apis.yml_strong
waste-management,F500,https://api.wm.com/,apis.yml_strong
waters,F1000,https://developer.waters.com/docs,apis.yml_medium
watsco,F500,https://www.watsco.com/business-units/,apis.yml_strong
wayfair,F500,https://developer.wayfair.com/docs/,apis.yml_strong
webster-financial,F1000,,no_portal
wec-energy,F500,https://www.we-energies.com/,apis.yml_strong
weis-markets,F1000,https://weismarkets.streamcollab.com/,apis.yml_strong
wells-fargo,F100,https://developer.wellsfargo.com,apis.yml_strong
welltower,F1000,,no_portal
werner-enterprises,F1000,https://www.wernerbridge.com/,apis.yml_strong
wesco-international,F500,https://apideveloper.wesco.com/s/,apis.yml_strong
west,F1000,https://www.westcx.com,apis.yml_strong
western-alliance-bancorp,F1000,https://developer.westernalliancebank.com/,web_verified
western-and-southern-financial-group,F500,https://www.westernsouthern.com/wslife/log-in,apis.yml_strong
western-digital,F500,https://developer.westerndigital.com,apis.yml_strong
western-midstream-partners,F1000,,no_portal
western-union,F1000,https://developer.westernunion.com,apis.yml_strong
westinghouse-air-brake-technologies,F500,https://one.wabtec.com,apis.yml_strong
westlake,F500,https://www.westlake.com/products,apis.yml_strong
westrock,F500,https://www.westrock.com/company/supplier-resources,apis.yml_strong
wex,F1000,https://developer.wexinc.com/,web_verified
weyerhaeuser,F500,https://apimportal.weyerhaeuser.com/,apis.yml_strong
whirlpool,F500,https://developer-latam.whirlpool.com,apis.yml_strong
whiting-petroleum,F1000,,no_portal
williams,F500,https://www.williams.com,apis.yml_strong
williams-sonoma,F500,http://developer.williams-sonomainc.com/,web_verified
winnebago-industries,F1000,,no_portal
wintrust-financial,F1000,https://developer.wintrust.com/docs,apis.yml_medium
woodward,F1000,,no_portal
workday,F500,https://community.workday.com/api,apis.yml_medium
world-kinect,F100,,no_portal
worthington-industries,F1000,https://shareholder.broadridge.com/wor/,apis.yml_strong
wr-berkley,F500,https://myberkley.berkleysig.com/,apis.yml_strong
wyndham-worldwide,F1000,,no_portal
wynn-resorts,F1000,,no_portal
xcel-energy,F500,https://developer-apim.aws.xcelenergy.com/,apis.yml_strong
xerox,F1000,https://developers.xerox-solutions.net,apis.yml_strong
xpo,F500,https://developers.ltl-xpo.com/,web_verified
xylem,F500,https://apis.xylem.com/,web_verified
yum-brands,F1000,https://www.yum.com/wps/portal/yumbrands/Yumbrands/bytebyyum,apis.yml_strong
yum-china,F500,,no_portal
zimmer-biomet,F500,,no_portal
zions-bancorp,F1000,https://treasurygateway.zionsbank.com/,apis.yml_strong
zoetis,F500,,no_portal
zoom,F1000,https://developers.zoom.us/,apis.yml_strong
